patentNumber,title,USPC #,company,companyState,patentIssueDate,applicationFilingDate
10168486,['OPTICAL CONNECTOR'],385,3M INNOVATIVE PROPERTIES COMPANY,MN,2019-01-01,2016-09-28
10168217,['AUTOMATED THERMOGRAPHIC INSPECTION FOR COMPOSITE STRUCTURES'],374,"Amazon Technologies, Inc.",WA,2019-01-01,2016-09-28
10170984,['SWITCHED MODE POWER CONVERTER WITH PEAK CURRENT CONTROL'],363,Infineon Technologies Austria AG,,2019-01-01,2016-09-28
10171441,['SYSTEM AND METHOD FOR TRANSFORMING CHANNEL ID COMMUNICATIONS IN MAN-IN-THE-MIDDLE CONTEXT'],713,International Business Machines Corporation,NY,2019-01-01,2016-09-28
10167185,['FILLING ADAPTER HAVING A COAXIAL VALVE'],251,D¿rr Somac GmbH,,2019-01-01,2016-09-28
D837093,['VASE'],D11,APPARATUS LLC,NY,2019-01-01,2016-09-28
D836968,['Pressure cooker'],D07,KONINKLIJKE PHILIPS N.V.,,2019-01-01,2016-09-28
10168798,['HEAD MOUNTED DISPLAY'],345,Tower Spring Global Limited,,2019-01-01,2016-09-29
10169057,['SYSTEM AND METHOD FOR DEVELOPING AN APPLICATION'],715,Taplytics Inc.,,2019-01-01,2016-09-29
10168860,['DYNAMICALLY MODIFIABLE USER INTERFACE'],705,"Square, Inc.",CA,2019-01-01,2016-09-29
10168758,['TECHNIQUES TO ENABLE COMMUNICATION BETWEEN A PROCESSOR AND VOLTAGE REGULATOR'],710,Intel Corporation,CA,2019-01-01,2016-09-29
10168452,"['ANTIREFLECTION COATING, OPTICAL ELEMENT, OPTICAL SYSTEM AND OPTICAL APPARATUS']",359,CANON KABUSHIKI KAISHA,,2019-01-01,2016-09-29
10171465,['Network Authorization System and Method Using Rapidly Changing Network Keys'],726,N/A,N/A,2019-01-01,2016-09-29
10171837,['PREDICTIVE VALUE DATA SET COMPRESSION'],382,HERE Global B.V.,,2019-01-01,2016-09-29
10167621,['THRESHOLD TRENCH DRAIN'],210,"Jay R. Smith Mfg. Co., assumed name of Smith Indus",AL,2019-01-01,2016-09-29
10171550,['Static Tracker'],709,"ViaSat, Inc.",CA,2019-01-01,2016-09-29
10171222,"['Method For Configuring CQI Measurement Subframe, Base Station, And User Equipment']",370,"Huawei Technologies Co., Ltd.",,2019-01-01,2016-09-29
10170910,"['ENERGY BASELINING SYSTEM INCLUDING AUTOMATED VALIDATION, ESTIMATION, AND EDITING RULES CONFIGURATION ENGINE']",700,"ENERNOC, INC.",MA,2019-01-01,2016-09-29
10170684,"['TUNING FORK TYPE CRYSTAL BLANK, TUNING FORK TYPE CRYSTAL ELEMENT, AND CRYSTAL DEVICE']",310,KYOCERA CORPORATION,,2019-01-01,2016-09-29
10169343,['DEFERRING THE COST OF VIRTUAL STORAGE'],718,"Microsoft Technology Licensing, LLC",WA,2019-01-01,2016-09-29
10166981,"['TRAVELING CONTROL DEVICE, ON-VEHICLE DISPLAY DEVICE, AND TRAVELING CONTROL SYSTEM']",701,"HITACHI AUTOMOTIVE SYSTEMS, LTD.",,2019-01-01,2016-09-29
10166136,['METHOD OF IMPLANTING A PENILE PROSTHETIC'],600,Coloplast A/S,,2019-01-01,2016-09-30
10167399,"['INK, INK CARTRIDGE, AND IMAGE RECORDING METHOD']",523,CANON KABUSHIKI KAISHA,,2019-01-01,2016-09-30
10169238,['MEMORY ACCESS FOR EXACTLY-ONCE MESSAGING'],710,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-09-30
10166182,['INACTIVATED WHOLE VIRION VACCINE-CONTAINING MICRONEEDLE ARRAY PREPARATION AND METHOD FOR ADMINISTERING THE SAME'],424,FUJIFILM Corporation,,2019-01-01,2016-09-30
10171930,['Localized Audibility Sound System'],381,N/A,N/A,2019-01-01,2016-09-30
10170286,['IN-SITU CLEANING USING HYDROGEN PEROXIDE AS CO-GAS TO PRIMARY DOPANT OR PURGE GAS FOR MINIMIZING CARBON DEPOSITS IN AN ION SOURCE'],250,"Axcelis Technologies, Inc.",MA,2019-01-01,2016-09-30
10165725,['CONTROLLING GROUND ENGAGING ELEMENTS BASED ON IMAGES'],701,Deere & Company,IL,2019-01-01,2016-09-30
10167413,['ICE-PHOBIC COATING FORMULATIONS AND USES THEREOF'],524,Ames Rubber Corporation,NJ,2019-01-01,2016-09-30
10171138,['INDICATING OPTIONAL PARAMETER GROUPS'],370,NOKIA TECHNOLOGIES OY,,2019-01-01,2016-09-30
10172164,['SPATIAL REUSE WITH TRAINING IN RTS-CTS'],370,Intel IP Corporation,CA,2019-01-01,2016-09-30
10168767,['INTERACTION MODE SELECTION BASED ON DETECTED DISTANCE BETWEEN USER AND MACHINE INTERFACE'],345,Intel Corporation,CA,2019-01-01,2016-09-30
10171536,['RAPID OPTIMIZATION OF MEDIA STREAM BITRATE'],709,ATLASSIAN PTY LTD,,2019-01-01,2016-09-30
10170695,['MAGNETIC TUNNEL JUNCTION DEVICE UTILIZING LATTICE STRAIN'],257,N/A,N/A,2019-01-01,2016-09-30
10167229,['QUICK-DRYING BUILDING MATERIAL COMPOSITION BASED ON A MINERAL HYBRID BINDER'],106,SIKA TECHNOLOGY AG,,2019-01-01,2016-09-30
10169866,['MEDICAL IMAGE PROCESSING AND DIAGNOSTIC IMAGE GENERATION DEVICE FOR PREDETERMINED TYPES OF DIAGNOSTIC INFORMATION'],382,"HITACHI, LTD.",,2019-01-01,2016-09-30
10171218,['A METHOD FOR ESTIMATING SIGNAL QUALITY OF TRANSMISSION TO A USER EQUIPMENT FROM A TRANSMISSION POINT'],370,Telefonaktiebolaget LM Ericsson  (publ),,2019-01-01,2016-09-30
10172091,['DISPLAY ASSEMBLY AND MOBILE TERMINAL HAVING THE SAME'],455,"Wuhan China Star Optoelectronics Technology Co., L",,2019-01-01,2016-09-30
10167899,"['SINTERED BEARING, FLUID DYNAMIC BEARING DEVICE PROVIDED WITH SAME, AND SINTERED BEARING MANUFACTURING METHOD']",384,NTN CORPORATION,,2019-01-01,2016-09-30
10165995,['PHOTON COUNTING COMPUTED TOMOGRAPHY USING A COMBINATION OF CONTRAST AGENTS FOR SIMULTANEOUS VISUALIZATION OF ANATOMY AND A PLURALITY OF MATERIALS'],600,Siemens Healthcare GmbH,,2019-01-01,2016-09-30
10166946,['VEHICULAR AIRBAG DEVICE'],280,Autoliv Development AB,,2019-01-01,2016-09-30
10167465,['METHOD OF DIFFERENTIATING ADULT STEM CELLS INTO NERVE CELLS BY USING HIGH-INTENSITY ELECTROMAGNETIC FIELD'],435,DONGGUK UNIVERSITY INDUSTRY-ACADEMIC COOPERATION F,,2019-01-01,2016-09-30
PP30041,"[""Apple Tree Named 'Y102'""]",PLT,International Fruit Obtention (IFO) GIE,,2019-01-01,2016-09-30
D837059,['BOTTLE'],D09,Dart Industries Inc.,FL,2019-01-01,2016-09-30
10168493,['OPTICAL MODULE'],250,Mitsubishi Electric Corporation,,2019-01-01,2016-10-03
10167721,['Milling Machine And Method For Operating A Milling Machine'],299,Wirtgen GmbH,,2019-01-01,2016-10-03
10167496,['SUMOylation Assay and Related Reagents'],435,The UAB Research Foundation,AL,2019-01-01,2016-10-03
10167589,['METHOD FOR CONTROLLING RINSING CYCLE OF WASHING MACHINE'],008,LG ELECTRONICS INC.,,2019-01-01,2016-10-03
10171459,"['METHOD OF PROCESSING A CIPHERTEXT, APPARATUS, AND STORAGE MEDIUM']",713,FUJITSU LIMITED,,2019-01-01,2016-10-03
10167028,['SPARE TIRE PRESENTATION APPARATUS'],224,"FORD GLOBAL TECHNOLOGIES, LLC",MI,2019-01-01,2016-10-03
10172062,['METHODS AND DEVICES FOR MANAGING VIDEO SESSIONS IN A NETWORK BASED ON NETWORK PERFORMANCE INFORMATION'],455,"AT&T INTELLECTUAL PROPERTY I, L.P.",GA,2019-01-01,2016-10-03
10169118,['REMOTE PRODUCT INVOCATION FRAMEWORK'],717,International Business Machines Corporation,NY,2019-01-01,2016-10-03
10169617,['MULTI-TOPOLOGY LOGIC GATES'],726,Bar-ILan University,,2019-01-01,2016-10-03
10168521,['STIMULATED EMISSION DEPLETION MICROSCOPE'],250,HAMAMATSU PHOTONICS K.K.,,2019-01-01,2016-10-03
10167257,['INDOLE DERIVATIVES FOR USE IN MEDICINE'],548,IOmet Pharma Ltd.,,2019-01-01,2016-10-03
D836910,['CASE FOR ROLL OF CERTIFIED COLLECTIBLE COINS'],D03,Numismatic Guaranty Corporation (NGC),FL,2019-01-01,2016-10-03
10171969,['SYSTEM INCLUDING ALTERNATION OF SENSOR CONNECTION AND TRANSMISSION MECHANISM FOR MOTION SENSING GARMENT'],370,N/A,N/A,2019-01-01,2016-10-04
10168685,['APPLICATION OF STRESS CONDITIONS FOR HOMOGENIZATION OF STRESS SAMPLES IN SEMICONDUCTOR PRODUCT ACCELERATION STUDIES'],702,International Business Machines Corporation,NY,2019-01-01,2016-10-04
10170500,"['TRANSISTOR, LIQUID CRYSTAL DISPLAY DEVICE, AND MANUFACTURING METHOD THEREOF']",349,"Semiconductor Energy Laboratory Co., Ltd.",,2019-01-01,2016-10-04
10171879,['CONTEXTUAL ALERTING FOR BROADCAST CONTENT'],725,International Business Machines Corporation,NY,2019-01-01,2016-10-04
10169573,['MAINTAINING SECURE DATA ISOLATED FROM NON-SECURE ACCESS WHEN SWITCHING BETWEEN DOMAINS'],726,ARM Limited,,2019-01-01,2016-10-04
10167136,['FLUID STORAGE TANK'],137,N/A,N/A,2019-01-01,2016-10-04
10168057,['METHOD AND APPARATUS FOR CONTROLLING MOISTURE'],095,Commonwealth Scientific and Industrial Research Or,,2019-01-01,2016-10-04
D837120,['Wheel'],D12,"Wheel Pros, LLC",CO,2019-01-01,2016-10-04
10166607,"['TETRAHEDRON-SHAPED CUTTING INSERT, INSERT HOLDER AND CUTTING TOOL']",407,"Iscar, Ltd.",,2019-01-01,2016-10-05
10167390,['ASPHALT BINDERS CONTAINING A GLYCERIDE AND FATTY ACID MIXTURE AND METHODS FOR MAKING AND USING SAME'],106,"Flint Hills Resources, LP",KS,2019-01-01,2016-10-05
10166422,['TRAMPOLINE SUPPORT FRAME'],482,Crowntec (Jiang Xi) Sports Technology Co. Ltd.,,2019-01-01,2016-10-05
10166620,['Slag Removal System and Method'],266,Slag Rebel LLC,TX,2019-01-01,2016-10-05
10170876,['ELECTRICAL CONNECTORS HAVING A PLURALITY OF PINS AND SOCKETS'],439,Schlumberger Technology Corporation,TX,2019-01-01,2016-10-05
10170274,['TEM PHASE CONTRAST IMAGING WITH IMAGE PLANE PHASE GRATING'],250,Battelle Memorial Institute,WA,2019-01-01,2016-10-05
D836929,['STACKABLE CANTILEVER CHAIR'],D06,Virco Manufacturing Corporation,CA,2019-01-01,2016-10-05
D837368,['CATHETER ADAPTER GRIP'],D24,"Becton, Dickinson and Company",NJ,2019-01-01,2016-10-05
10167940,['DIFFERENTIAL DEVICE'],475,"MUSASHI SEIMITSU INDUSTRY CO., LTD.",,2019-01-01,2016-10-06
10171259,['Network System and Relay Device'],370,"APRESIA Systems, Ltd.",,2019-01-01,2016-10-06
10169894,['REBUILDING IMAGES BASED ON HISTORICAL IMAGE DATA'],382,International Business Machines Corporation,NY,2019-01-01,2016-10-06
10167471,['INHIBITION OF PCSK9 THROUGH RNAI'],424,RXi Pharmaceuticals Corporation,MA,2019-01-01,2016-10-06
10167821,['ENGINE SYSTEM HAVING EXHAUST GAS RECIRCULATION APPARATUS AND METHOD OF CONTROLLING THE ENGINE SYSTEM HAVING EXHAUST GAS RECIRCULATION APPARATUS'],060,HYUNDAI MOTOR COMPANY,,2019-01-01,2016-10-06
10171596,['AUTOMATIC SERVER CLUSTER DISCOVERY'],709,"BMC SOFTWARE, INC.",TX,2019-01-01,2016-10-06
10167659,['STRUCTURE CONFIGURED TO RAISE AND LOWER VEHICLE GLASS DOOR'],049,TOYOTA JIDOSHA KABUSHIKI KAISHA,,2019-01-01,2016-10-06
10169539,['DATA BACKFILLING FOR CONTINUOUS GLUCOSE MONITORING'],345,"DexCom, Inc.",CA,2019-01-01,2016-10-06
10171185,['Device and Method of Handling Soft Information'],375,Realtek Semiconductor Corp.,,2019-01-01,2016-10-06
10166817,['PNEUMATIC TIRE'],152,BRIDGESTONE CORPORATION,,2019-01-01,2016-10-06
10169848,['RESTORATION OF LOW CONTRAST STRUCTURE IN DE-NOISE IMAGE DATA'],382,KONINKLIJKE PHILIPS N.V.,,2019-01-01,2016-10-06
D837079,['PERSONAL SAFETY ALARM'],D10,N/A,N/A,2019-01-01,2016-10-06
D837224,['TV RECEIVER'],D14,LG ELECTRONICS INC.,N/A,2019-01-01,2016-10-06
10168398,['MAGNETIC FIELD SENSING APPARATUS'],324,N/A,N/A,2019-01-01,2016-10-07
10169811,['AUCTION METHOD AND SERVER'],705,N/A,N/A,2019-01-01,2016-10-07
10168943,['DETERMINING CORRECT DEVICES TO USE IN A MASS VOLUME MIGRATION ENVIRONMENT'],711,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-10-07
10166641,['Method and System for Conforming Assembly Systems to Contours of Curved Surfaces'],269,The Boeing Company,IL,2019-01-01,2016-10-07
10168076,['SUPPORTING STRUCTURE FOR SOLAR PANELS'],126,N/A,N/A,2019-01-01,2016-10-07
10172135,['MMW PHYSICAL LAYER DOWNLINK CHANNEL SCHEDULING AND CONTROL SIGNALING'],370,"IDAC HOLDINGS, INC.",DE,2019-01-01,2016-10-07
10166875,['DEPLOYABLE SAFETY SHIELD FOR CHARGING'],320,"NIO USA, Inc.",CA,2019-01-01,2016-10-08
10167788,['METHOD OF CONTROLLING THE OPERATION OF AN AIR CHARGING SYSTEM OF AN INTERNAL COMBUSTION ENGINE'],701,GM GLOBAL TECHNOLOGY OPERATIONS LLC,MI,2019-01-01,2016-10-10
10171675,['AUTOMATED INTELLIGENT PERSONAL REPRESENTATIVE'],379,"Open Invention Network, LLC",NC,2019-01-01,2016-10-10
10168035,['LIGHTING FIXTURE'],362,PHILIPS LIGHTING HOLDING B.V.,,2019-01-01,2016-10-10
10166831,['DEVICE FOR ADJUSTING THE HEIGHT OF A VEHICLE BODY'],074,Schaeffler Technologies AG & Co. KG,,2019-01-01,2016-10-10
10166669,['Extendable and retractable wrench'],081,N/A,N/A,2019-01-01,2016-10-11
10168562,['DISPLAY DEVICE'],349,"Samsung Display Co., Ltd.",,2019-01-01,2016-10-11
10167815,['THRUST REVERSER OF A TURBOFAN POD COMPRISING A SINGLE CONTROL FOR MOVABLE COWLINGS AND A VARIABLE NOZZLE'],060,AIRCELLE,,2019-01-01,2016-10-11
10169155,['SYSTEM AND METHOD FOR SYNCHRONIZATION IN A CLUSTER ENVIRONMENT'],714,EMC IP Holding Company LLC,MA,2019-01-01,2016-10-11
10170504,"['MANUFACTURING METHOD OF TFT ARRAY SUBSTRATE, TFT ARRAY SUBSTRATE AND DISPLAY DEVICE']",257,"BOE TECHNOLOGY GROUP CO., LTD.",,2019-01-01,2016-10-11
10165940,['VISION-BASED DIAGNOSIS AND TREATMENT'],600,N/A,N/A,2019-01-01,2016-10-11
10167407,['AQUEOUS POLYMER DISPERSION FOR PAPER WITH A COPOLYMER OF VINYL ACETATE AND AN ACRYLATE MONOMER PREPARED IN THE PRESENCE OF A STARCH DERIVATIVE'],427,BASF SE,,2019-01-01,2016-10-11
10165847,['EXOSKELETON SYSTEM FOR LOAD CARRYING'],224,THE COMMONWEALTH OF AUSTRALIA,,2019-01-01,2016-10-11
10167839,['IGNITION CONTROL DEVICE AND IGNITION CONTROL METHOD FOR INTERNAL COMBUSTION ENGINE'],123,Mitsubishi Electric Corporation,,2019-01-01,2016-10-12
10166839,['VEHICLE DISPLAY SYSTEM RELATING TO AIR CONDITIONER OPERATING LOAD'],345,TOYOTA JIDOSHA KABUSHIKI KAISHA,,2019-01-01,2016-10-12
10168581,['DISPLAY DEVICE'],349,"Panasonic Liquid Crystal Display Co., Ltd.",,2019-01-01,2016-10-12
10166291,['TARGETED NANOPARTICLES'],514,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,2019-01-01,2016-10-12
10168772,['HEAD MOUNTED ELECTRONIC DEVICE'],345,"Samsung Electronics Co., Ltd.",,2019-01-01,2016-10-12
10171698,"['IMAGE FORMING APPARATUS INCLUDING SHORT-DISTANCE WIRELESS COMMUNICATION UNIT, METHOD OF CONTROLLING THE SAME, AND STORAGE MEDIUM']",358,CANON KABUSHIKI KAISHA,,2019-01-01,2016-10-12
10166252,['METHOD FOR ASSESSING AND TREATING OR PREVENTING IMPAIRED PLASMA POLAR LIPID LEVELS'],514,N.V. Nutricia,,2019-01-01,2016-10-12
10166922,"['ON-VEHICLE IMAGE DISPLAY DEVICE, ON-VEHICLE IMAGE DISPLAY METHOD FOR VEHICLE, AND ON-VEHICLE IMAGE SETTING DEVICE']",348,TOYOTA JIDOSHA KABUSHIKI KAISHA,,2019-01-01,2016-10-12
D837397,['Microbial Air Sampler'],D24,"Veltek Associates, Inc.",PA,2019-01-01,2016-10-12
10170471,['BULK FIN FORMATION WITH VERTICAL FIN SIDEWALL PROFILE'],257,International Business Machines Corporation,NY,2019-01-01,2016-10-13
10166251,['STAT5a AND ITS FUNCTIONAL TUMOR SUPPRESSOR ANALOGS FOR TREATMENT OF MALIGNANCIES EXPRESSING NPM/ALK AND OTHER ONCOGENIC KINASES'],435,THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,PA,2019-01-01,2016-10-13
10170961,['BLOWER MOTOR OF HVAC SYSTEM FOR VEHICLE'],310,Hyundai Motor Company,,2019-01-01,2016-10-13
10169913,['APPARATUS FOR GENERATING 3D VOLUME MASK MODEL AND METHOD THEREFOR'],345,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH  INSTI,,2019-01-01,2016-10-13
10172119,['UPLINK CONTROL SIGNALING IN CELLULAR TELECOMMUNICATION SYSTEM'],370,WIRELESS FUTURE TECHNOLOGIES INC.,,2019-01-01,2016-10-13
10172076,['UNIFIED IN-VEHICLE WI-FI SERVICE'],370,GM GLOBAL TECHNOLOGY OPERATIONS LLC,MI,2019-01-01,2016-10-13
10167436,['METHODS AND APPARATUSES FOR PROCESSING HUMAN WASTE INTO FUEL'],044,Sanivation LLC,DE,2019-01-01,2016-10-13
10169623,['SECURITY APPARATUS FOR COMPUTING SYSTEMS'],726,International Business Machines Corporation,NY,2019-01-01,2016-10-13
10166168,['At-Home Light-Emitting Diode and Massage Device for Vaginal Rejuvenation'],601,"Joylux, Inc.",WA,2019-01-01,2016-10-13
10171212,['METHOD AND DEVICE FOR PERFORMING CHANNEL ESTIMATION'],370,LG Electronics Inc.,,2019-01-01,2016-10-13
10171147,['METHOD FOR TRANSMITTING SIGNAL IN MULTIPLE-ANTENNA WIRELESS COMMUNICATION SYSTEM AND APPARATUS FOR SAME'],370,LG ELECTRONICS INC.,,2019-01-01,2016-10-13
D837439,['LAMP'],D26,ARTEMIDE S.p.A.,,2019-01-01,2016-10-13
10168529,['ENDOSCOPE'],348,FUJIFILM Corporation,,2019-01-01,2016-10-14
10172130,['WIDEBAND LOW LATENCY COMMUNICATION'],370,QUALCOMM Incorporated,CA,2019-01-01,2016-10-14
10167070,['MARINE ELECTRIC POWER STEERING SYSTEM WITH CABLE ASSEMBLY'],440,Steering Solutions IP Holding Corporation,MI,2019-01-01,2016-10-14
10166619,['SOLDERING PUMP'],228,N/A,N/A,2019-01-01,2016-10-14
10166645,['CENTERLESS GRINDING MACHINE'],451,"KOYO MACHINE INDUSTRIES CO., LTD.",,2019-01-01,2016-10-14
10168750,['SYSTEMS AND METHODS FOR COOLING OF INFORMATION HANDLING RESOURCES'],361,Dell Products L.P.,TX,2019-01-01,2016-10-14
10167798,['METHOD AND SYSTEM FOR CONTROLLING ACCELERATION OF A MARINE VESSEL'],701,Brunswick Corporation,IL,2019-01-01,2016-10-14
10169729,['Equipment Control System'],701,General Electric Company,NY,2019-01-01,2016-10-14
10169242,['HETEROGENEOUS PACKAGE IN DIMM'],711,SK hynix Inc.,,2019-01-01,2016-10-14
10167309,['ASYMMETRIC AUXILIARY GROUP'],536,WAVE LIFE SCIENCES LTD,,2019-01-01,2016-10-14
10166614,['ORBITAL CUTTING APPARATUS CAPABLE OF FREELY AND SELECTIVELY CONTROLLING PLURALITY OF CUTTING TOOLS WITHIN ROTATING BODY BY USING ROTATIONAL SPEED RATIO'],082,"DCSENG CO., LTD.",,2019-01-01,2016-10-14
10167127,['CYLINDRICAL BOTTLE WITH BOTTOM'],215,roki  OGUCHI,,2019-01-01,2016-10-14
10168331,['DIAGNOSIS OF UROTHELIAL CANCER'],435,Randox Laboratories Ltd.,,2019-01-01,2016-10-14
D837065,['REUSABLE GIFT WRAP'],D09,"Totembowlz, LLC",AZ,2019-01-01,2016-10-14
10169865,['Multi Energy X-Ray Microscope Data Acquisition and Image Reconstruction System and Method'],382,"Carl Zeiss X-ray Microscopy, Inc.",CA,2019-01-01,2016-10-17
10168522,['PATTERN IRRADIATION APPARATUS HAVING SPATIAL LIGHT MODULATOR AND LIGHT BLOCKING MEMBER FOR BLOCKING 0-ORDER LIGHT GENERATED BY SPATIAL LIGHT MODULATOR'],250,OLYMPUS CORPORATION,,2019-01-01,2016-10-17
10166394,['DEVICE AND METHOD TO AUTOMATICALLY TUNE THE NERVE STIMULATION PATTERN OF A SENSORY-FEEDBACK CAPABLE PROSTHESIS'],607,"HRL Laboratories, LLC",CA,2019-01-01,2016-10-17
10165735,['Dynamic Plant Lighting Systems and Methods'],362,Full Spectrum Industries Corp.,CO,2019-01-01,2016-10-17
10168120,['ADAPTIVE CONFIGURATION FOR A FIREARM'],042,Abrams Airborne Manufacturing Inc.,AZ,2019-01-01,2016-10-17
10168753,['POWER DELIVERY OPTIMIZATION BASED ON SYSTEM CAPABILITY'],713,LENOVO ENTERPRISE SOLUTIONS (SINGAPORE) PTE. LTD.,,2019-01-01,2016-10-17
10167355,['IMPROVED CATALYST SYSTEM FOR PRODUCING POLYETHYLENE COPOLYMERS IN A HIGH TEMPERATURE SOLUTION POLYMERIZATION PROCESS'],526,BOREALIS AG,,2019-01-01,2016-10-17
10172013,['BASE STATION CONTROL METHOD AND APPARATUS USING UNLICENSED FREQUENCY BAND'],455,SONY CORPORATION,,2019-01-01,2016-10-17
D837174,['MOBILE PHONE'],D14,LG ELECTRONICS INC.,,2019-01-01,2016-10-17
D837175,['MOBILE PHONE'],D14,LG ELECTRONICS INC.,,2019-01-01,2016-10-17
D837176,['MOBILE PHONE'],D14,LG ELECTRONICS INC.,,2019-01-01,2016-10-17
10172266,['SHIELDING COVER MOUNTING AND DISMOUNTING APPARATUS'],029,PEGATRON CORPORATION,,2019-01-01,2016-10-18
10169140,['Loading a Phase-Locked Loop (PLL) Configuration using Flash Memory'],714,International Business Machines Corporation,NY,2019-01-01,2016-10-18
10168591,['LIQUID CRYSTAL DISPLAY DEVICE'],349,Mitsubishi Electric Corporation,,2019-01-01,2016-10-18
10167767,['MOTORCYCLE AND SADDLE-RIDDEN TYPE VEHICLE'],123,SUZUKI MOTOR CORPORATION,,2019-01-01,2016-10-18
10166933,['FASTENING ARRANGEMENT FOR SECURING A UNIT MOUNT AND A STABILIZER MOUNT'],248,AUDI AG,,2019-01-01,2016-10-18
10169637,['ON-SCREEN OPTICAL FINGERPRINT CAPTURE FOR USER AUTHENTICATION'],382,QUALCOMM Incorporated,CA,2019-01-01,2016-10-18
10168396,['LOW FLY HEIGHT IN-PLANE MAGNETIC IMAGE SENSOR CHIP'],324,"MultiDimension Technology Co., Ltd.",,2019-01-01,2016-10-18
D837472,['Cleaning Pads'],D32,"Ringbrothers, LLC",WI,2019-01-01,2016-10-18
10169988,['AERIAL DRONE FOR CORRECTING ERRATIC DRIVING OF A VEHICLE'],340,International Business Machines Corporation,NY,2019-01-01,2016-10-19
10170478,['SPACER FOR DUAL EPI CMOS DEVICES'],257,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-10-19
10166959,['METHOD FOR DIAGNOSING ELECTRIC BRAKE SYSTEM'],303,MANDO CORPORATION,,2019-01-01,2016-10-19
10171637,['MOBILE APPARATUS'],455,"Wuhan China Star Optoelectronics Technology Co., L",,2019-01-01,2016-10-19
D837018,['MALLET'],D08,"Scarecrow, Inc.",CA,2019-01-01,2016-10-19
D837194,['MOBILE COMMUNICATIONS DEVICE COVER'],D14,TECH 21 LICENSING LIMITED,,2019-01-01,2016-10-19
10170782,['HIGH-EFFICIENCY FUEL CELL SYSTEM WITH CARBON DIOXIDE CAPTURE ASSEMBLY AND METHOD'],429,"FuelCell Energy, Inc.",CT,2019-01-01,2016-10-20
10169937,['Systems and Methods for Multifactor Physical Authentication'],340,"JPMorgan Chase Bank, N.A.",NY,2019-01-01,2016-10-20
10168246,['METHODS OF SELECTING OPTICAL FIBERS THAT MEET BANDWIDTH REQUIREMENTS AT DIFFERENT WAVELENGTHS'],250,Corning Incorporated,NY,2019-01-01,2016-10-20
10166886,['OCCUPANT DETECTION METHOD AND OCCUPANT DETECTION APPARATUS'],177,AISIN SEIKI KABUSHIKI KAISHA,,2019-01-01,2016-10-20
10169646,['FACE AUTHENTICATION TO MITIGATE SPOOFING'],382,APPLIED RECOGNITION INC.,,2019-01-01,2016-10-20
10165822,['INSULATED FOOTWEAR ARTICLES'],036,"W. L. Gore & Associates, Inc.",DE,2019-01-01,2016-10-20
10166723,['METHOD OF EDGE SEALING FOR SECONDARY LITHIUM BATTERY'],156,NINGDE AMPEREX TECHNOLOGY LIMITED,,2019-01-01,2016-10-20
10171970,"['RESOURCE NOTIFICATION METHOD AND SYSTEM, LOCAL CSE, REMOTE CSE AND STORAGE MEDIUM']",370,ZTE CORPORATION,,2019-01-01,2016-10-20
10166842,['AIR-CONDITIONING GRILL INSTALLATION STRUCTURE AND AIR-CONDITIONING GRILL INSTALLATION METHOD'],180,CALSONIC KANSEI CORPORATION,,2019-01-01,2016-10-20
10169506,['CIRCUIT DESIGN METHOD AND SYSTEM'],716,"TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY, LTD.",,2019-01-01,2016-10-21
10166936,['DAMPING MATERIAL'],428,"Nishikawa Rubber Co., Ltd.",,2019-01-01,2016-10-21
10170920,['SYSTEM AND METHOD FOR ENERGY MANAGEMENT WITHIN A GROUP OF DEVICES'],320,"SYMBOL TECHNOLOGIES, LLC",NY,2019-01-01,2016-10-21
10167195,['CONTINUOUS BORON NITRIDE NANOTUBE FIBERS'],427,"BNNT, LLC",VA,2019-01-01,2016-10-21
10172023,['METHOD FOR A CONFIGURATION ERROR MANAGEMENT FOR A SIDELINK RADIO BEARER AND DEVICE THEREFOR'],370,LG ELECTRONICS INC.,,2019-01-01,2016-10-21
10170106,['PARAMETER COLLECTION AND AUTOMATIC DIALOG GENERATION IN DIALOG SYSTEMS'],704,Google Inc.,CA,2019-01-01,2016-10-21
10167346,"['COMPOSITIONS AND METHODS FOR MAKING ALPHA-(1,2)-BRANCHED ALPHA-(1,6) OLIGODEXTRANS']",536,TATE & LYLE INGREDIENTS FRANCE SAS,,2019-01-01,2016-10-21
10165965,['NONINVASIVE METHOD FOR MEASURING LACTIC ACID AND DETECTION OF ANAEROBIC EXERCISE FOR EVALUATING FITNESS'],600,y  Pinchot,MD,2019-01-01,2016-10-21
